class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62
17,0.02214372158050537,-0.08878430724143982,0.038886308670043945,-0.09086817502975464,0.051482439041137695,-0.09271785616874695,-0.030747592449188232,-0.08754697442054749,-0.04820525646209717,-0.08817082643508911,-0.06683939695358276,-0.08875671029090881,0.06936818361282349,-0.06173098087310791,-0.10073688626289368,-0.05272257328033447,0.030307769775390625,0.08350503444671631,-0.03375202417373657,0.09239310026168823,0.21249920129776,0.3646852374076843,-0.22790905833244324,0.38847440481185913,0.3230398893356323,0.8130053877830505,-0.27412374317646027,0.8970101475715637,0.31841492652893066,1.2527691721916199,-0.3043937236070633,1.2948570847511292,0.34878718852996826,1.3956508040428162,-0.3271828293800354,1.4772338271141052,0.3057480454444885,1.4208785891532898,-0.2945466488599777,1.5009064078330994,0.28699445724487305,1.3699329495429993,-0.27210792899131775,1.4402496218681335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.022059917449951172,-0.08884233236312866,0.0387917160987854,-0.09095326066017151,0.051419615745544434,-0.09280732274055481,-0.030813634395599365,-0.08747711777687073,-0.04825901985168457,-0.08804839849472046,-0.06686940789222717,-0.08856290578842163,0.06950199604034424,-0.061745136976242065,-0.1007300317287445,-0.05235126614570618,0.030387580394744873,0.08346062898635864,-0.033693134784698486,0.09252321720123291,0.21235299110412598,0.3643442392349243,-0.22768864035606384,0.38787126541137695,0.32277828454971313,0.8116979598999023,-0.274254634976387,0.8973549604415894,0.3179856538772583,1.2498505115509033,-0.3041857033967972,1.294400691986084,0.3482508063316345,1.3923752307891846,-0.3249641954898834,1.4767898321151733,0.30514371395111084,1.4178193807601929,-0.2927464693784714,1.5002518892288208,0.28642046451568604,1.3668650388717651,-0.2708403319120407,1.4393806457519531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.022099733352661133,-0.08885800838470459,0.03887265920639038,-0.09096834063529968,0.05151832103729248,-0.09281983971595764,-0.030701249837875366,-0.08748501539230347,-0.04810228943824768,-0.08805719017982483,-0.06665390729904175,-0.08857327699661255,0.06968265771865845,-0.0617218017578125,-0.10027670860290527,-0.05226537585258484,0.030440688133239746,0.08344864845275879,-0.03357800841331482,0.09250646829605103,0.21291124820709229,0.364321768283844,-0.2270250916481018,0.38784992694854736,0.3237464427947998,0.8110035061836243,-0.2741355001926422,0.8969157338142395,0.3183218240737915,1.2495242953300476,-0.30409368872642517,1.293956696987152,0.3484959006309509,1.3920069336891174,-0.32490062713623047,1.4766095280647278,0.305144727230072,1.4173281788825989,-0.2926814556121826,1.499979555606842,0.2864443063735962,1.3665454983711243,-0.27076414227485657,1.4392452836036682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.02212083339691162,-0.08884519338607788,0.038907647132873535,-0.09094876050949097,0.05157357454299927,-0.09280350804328918,-0.030675411224365234,-0.0875006914138794,-0.04807549715042114,-0.08806508779525757,-0.06660789251327515,-0.0885671079158783,0.06994068622589111,-0.06138327717781067,-0.10015997290611267,-0.05215883255004883,0.030486345291137695,0.08347076177597046,-0.03354090452194214,0.09251892566680908,0.21446192264556885,0.3662990927696228,-0.2269097864627838,0.39073240756988525,0.32574737071990967,0.8162954449653625,-0.2746565341949463,0.8966304659843445,0.3183516263961792,1.2536868453025818,-0.30405910313129425,1.2980020642280579,0.34848231077194214,1.3968456387519836,-0.3257206976413727,1.4767900109291077,0.30508315563201904,1.4202067255973816,-0.29348786175251007,1.4998791813850403,0.2864530682563782,1.3689983487129211,-0.27157025039196014,1.4391505122184753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.021936416625976562,-0.08928036689758301,0.03854644298553467,-0.09137895703315735,0.05123692750930786,-0.09322753548622131,-0.030937135219573975,-0.08796969056129456,-0.048421651124954224,-0.08853656053543091,-0.06705290079116821,-0.08899813890457153,0.06944304704666138,-0.06182914972305298,-0.10081642866134644,-0.05244725942611694,0.03015357255935669,0.08391791582107544,-0.03396037220954895,0.09315168857574463,0.21479129791259766,0.36704039573669434,-0.22754204273223877,0.39035719633102417,0.32395315170288086,0.8195883631706238,-0.2753516733646393,0.8966442942619324,0.3164876103401184,1.2575395703315735,-0.30319860577583313,1.2976543307304382,0.34598875045776367,1.4007729887962341,-0.3228099048137665,1.4771060347557068,0.3028549551963806,1.422425925731659,-0.2905506193637848,1.499377429485321,0.28401756286621094,1.3710359930992126,-0.26868700981140137,1.4387151598930359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.021885156631469727,-0.0895889401435852,0.03840649127960205,-0.0915524959564209,0.05112504959106445,-0.09329524636268616,-0.031041264533996582,-0.08873867988586426,-0.04855704307556152,-0.08940386772155762,-0.06730315089225769,-0.08985692262649536,0.06917625665664673,-0.062280476093292236,-0.10122320055961609,-0.05327683687210083,0.02983337640762329,0.08483189344406128,-0.03430357575416565,0.09321087598800659,0.21450275182724,0.36624062061309814,-0.2288549840450287,0.3896125555038452,0.32320183515548706,0.8186748623847961,-0.2769322246313095,0.8969923853874207,0.3160247802734375,1.2566410899162292,-0.3034829795360565,1.2969191670417786,0.345551073551178,1.3998501896858215,-0.32314833998680115,1.4796095490455627,0.30246496200561523,1.421608030796051,-0.29088400304317474,1.5021381974220276,0.2835969924926758,1.3702391982078552,-0.26901230216026306,1.4409015774726868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.02186131477355957,-0.08959528803825378,0.03838932514190674,-0.09155750274658203,0.051111817359924316,-0.09325513243675232,-0.031019777059555054,-0.08921855688095093,-0.04850640892982483,-0.09025061130523682,-0.06730851531028748,-0.09087264537811279,0.06915026903152466,-0.062257617712020874,-0.1013231873512268,-0.054104775190353394,0.029761910438537598,0.08491337299346924,-0.03434640169143677,0.09319108724594116,0.21439558267593384,0.3659806251525879,-0.22968551516532898,0.38873666524887085,0.3231484889984131,0.8136206865310669,-0.276913046836853,0.8968675136566162,0.31597191095352173,1.2544529438018799,-0.3033604919910431,1.2968205213546753,0.3455358147621155,1.3981209993362427,-0.32260748744010925,1.4815882444381714,0.3023240566253662,1.4207316637039185,-0.2897999733686447,1.505219578742981,0.2834780216217041,1.3694298267364502,-0.26778194308280945,1.4437170028686523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.02188819646835327,-0.08962956070899963,0.038427114486694336,-0.09155270457267761,0.05116164684295654,-0.0932396650314331,-0.03096979856491089,-0.089592844247818,-0.048433661460876465,-0.09084907174110413,-0.06725609302520752,-0.09155577421188354,0.06920546293258667,-0.06228369474411011,-0.10129439830780029,-0.054757148027420044,0.02971416711807251,0.08497607707977295,-0.034389764070510864,0.09313130378723145,0.2144756317138672,0.3661315441131592,-0.2298041582107544,0.38869816064834595,0.3213001489639282,0.8178244233131409,-0.276886522769928,0.8975691199302673,0.3139423727989197,1.256734311580658,-0.30332180857658386,1.297302782535553,0.34347885847091675,1.4002978205680847,-0.3234720230102539,1.4829842448234558,0.2995558977127075,1.423164427280426,-0.29089370369911194,1.5066952109336853,0.28048354387283325,1.3716270327568054,-0.2687186598777771,1.4451109766960144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.021888911724090576,-0.0896843671798706,0.03843891620635986,-0.09150901436805725,0.05115222930908203,-0.09315302968025208,-0.030894726514816284,-0.09000813961029053,-0.04831880331039429,-0.09139218926429749,-0.06717407703399658,-0.09207415580749512,0.06897163391113281,-0.06223151087760925,-0.10132911801338196,-0.05498617887496948,0.029547691345214844,0.08493095636367798,-0.034385621547698975,0.09281033277511597,0.2143803834915161,0.366532564163208,-0.23010939359664917,0.3882352113723755,0.320834755897522,0.8182101845741272,-0.2780882865190506,0.8975101113319397,0.3139530420303345,1.2568686604499817,-0.30452530086040497,1.2973036170005798,0.3435922861099243,1.4003716111183167,-0.32491086423397064,1.4823676943778992,0.2995567321777344,1.4233244061470032,-0.29187409579753876,1.5058810114860535,0.2803760766983032,1.3718869090080261,-0.2696438729763031,1.4446737170219421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.021880805492401123,-0.089628666639328,0.03839695453643799,-0.09137719869613647,0.051101505756378174,-0.09299176931381226,-0.030814945697784424,-0.09037628769874573,-0.0482153594493866,-0.09190165996551514,-0.06712013483047485,-0.09256890416145325,0.06881141662597656,-0.06203576922416687,-0.10142102837562561,-0.055181801319122314,0.029450953006744385,0.08495205640792847,-0.034461379051208496,0.09243220090866089,0.21421271562576294,0.3667624592781067,-0.23057341575622559,0.38831353187561035,0.32090288400650024,0.8183726072311401,-0.27842816710472107,0.8963495492935181,0.3139246702194214,1.2589731216430664,-0.3060399442911148,1.297349452972412,0.3436276316642761,1.4037340879440308,-0.32676009833812714,1.4824339151382446,0.2994251251220703,1.4270399808883667,-0.29345303773880005,1.5059059858322144,0.2802013158798218,1.3751577138900757,-0.27099913358688354,1.4446974992752075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
