class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35127073526382446,0.5997545123100281,-2.1490230210474692e-05,0.3911285698413849,0.5762591361999512,-0.01880395971238613,0.4219168722629547,0.5209565162658691,-0.02537536807358265,0.4367854595184326,0.46688607335090637,-0.0320347435772419,0.45439550280570984,0.4331761598587036,-0.03959622606635094,0.38945963978767395,0.42557573318481445,-0.004151914268732071,0.3976617157459259,0.3574153482913971,-0.013400458730757236,0.40215882658958435,0.31505703926086426,-0.020589182153344154,0.4057455062866211,0.27499085664749146,-0.026964077726006508,0.36380043625831604,0.4151134788990021,-0.0031017824076116085,0.3645135760307312,0.3408890664577484,-0.011140062473714352,0.36474665999412537,0.2914498448371887,-0.020516028627753258,0.36489138007164,0.24942608177661896,-0.029296083375811577,0.34102943539619446,0.42029082775115967,-0.006576730869710445,0.3385240435600281,0.35194259881973267,-0.014160193502902985,0.3390539586544037,0.3062552809715271,-0.024464953690767288,0.340130090713501,0.26748526096343994,-0.033193107694387436,0.3188118040561676,0.438973993062973,-0.0120100611820817,0.31002742052078247,0.38532087206840515,-0.01910797506570816,0.3053436279296875,0.35001006722450256,-0.029192747548222542,0.30158647894859314,0.31569668650627136,-0.03891345486044884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35195392370224,0.6007460355758667,-1.889392478915397e-05,0.3913325369358063,0.5773504376411438,-0.016881946474313736,0.42158201336860657,0.5209850072860718,-0.022369053214788437,0.43625181913375854,0.46700137853622437,-0.028422139585018158,0.4543558657169342,0.43421226739883423,-0.035392481833696365,0.3890814185142517,0.42526721954345703,-0.002348130103200674,0.3971664607524872,0.3576085567474365,-0.011747753247618675,0.40193653106689453,0.31556934118270874,-0.019070709124207497,0.40595927834510803,0.27542757987976074,-0.02538694441318512,0.3636403977870941,0.41469910740852356,-0.0025424249470233917,0.36421364545822144,0.34165671467781067,-0.010665876790881157,0.3646535277366638,0.29257452487945557,-0.02005644515156746,0.3651575744152069,0.25082147121429443,-0.028556862846016884,0.34102678298950195,0.4196568429470062,-0.007159422151744366,0.33847543597221375,0.35140329599380493,-0.014787990599870682,0.3391325771808624,0.30573463439941406,-0.02479938417673111,0.34049904346466064,0.26681604981422424,-0.03327534720301628,0.31884244084358215,0.4384066164493561,-0.013836564496159554,0.30991441011428833,0.3850402235984802,-0.0207744762301445,0.30518490076065063,0.34931495785713196,-0.03038216196000576,0.30146169662475586,0.3145545721054077,-0.03969813510775566
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3513036370277405,0.6010318994522095,-1.8679573258850724e-05,0.39089125394821167,0.577409029006958,-0.01773090288043022,0.4212931990623474,0.5207350850105286,-0.023806486278772354,0.43629735708236694,0.46718788146972656,-0.03041512705385685,0.4541972875595093,0.434017539024353,-0.037976209074258804,0.38908007740974426,0.4266206920146942,-0.002688209991902113,0.3973228931427002,0.3588481545448303,-0.011993070133030415,0.40236327052116394,0.3167678117752075,-0.01953730545938015,0.406588613986969,0.27701976895332336,-0.02607910893857479,0.3638046979904175,0.41574063897132874,-0.0025032013654708862,0.36471736431121826,0.34211766719818115,-0.010581991635262966,0.36549222469329834,0.29324841499328613,-0.019834063947200775,0.3662501275539398,0.2511776387691498,-0.028438590466976166,0.3413306474685669,0.4204670786857605,-0.007093054708093405,0.3391510844230652,0.3519442677497864,-0.015086377039551735,0.339958518743515,0.3058946430683136,-0.025248531252145767,0.3413955867290497,0.266420841217041,-0.03391365706920624,0.3192892074584961,0.43905743956565857,-0.01364100817590952,0.310436874628067,0.385168194770813,-0.02067161165177822,0.3055856227874756,0.34941357374191284,-0.03030622936785221,0.30159932374954224,0.31476086378097534,-0.03995383158326149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3517291247844696,0.6022268533706665,-2.2537557015311904e-05,0.3912334144115448,0.5787454843521118,-0.016707928851246834,0.42134425044059753,0.5222858190536499,-0.022127173840999603,0.43623191118240356,0.4688231348991394,-0.028133362531661987,0.4542355537414551,0.43596625328063965,-0.03469765931367874,0.3890981674194336,0.42667484283447266,-0.0014616622356697917,0.39735665917396545,0.35937467217445374,-0.010813728906214237,0.40214964747428894,0.3172363042831421,-0.018078485503792763,0.4061755836009979,0.2770848870277405,-0.02440759539604187,0.363671213388443,0.4164043366909027,-0.0018846667371690273,0.36440420150756836,0.343143105506897,-0.010598411783576012,0.36484429240226746,0.2942572832107544,-0.020040754228830338,0.36537858843803406,0.25261032581329346,-0.028658855706453323,0.3409940302371979,0.421631783246994,-0.007053662091493607,0.33893170952796936,0.35287240147590637,-0.015522679314017296,0.33986029028892517,0.3063677251338959,-0.026024185121059418,0.3415423035621643,0.26674002408981323,-0.03493911772966385,0.31873664259910583,0.4408145546913147,-0.014160982333123684,0.30984392762184143,0.3872022032737732,-0.02142914943397045,0.3053736686706543,0.35130277276039124,-0.03137167915701866,0.3020589351654053,0.31636732816696167,-0.04131239280104637
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35051190853118896,0.6037837862968445,-2.5074856239371002e-05,0.3898197412490845,0.5801970958709717,-0.017527874559164047,0.42032143473625183,0.5230315923690796,-0.023297395557165146,0.4355773627758026,0.46951162815093994,-0.029547983780503273,0.453660786151886,0.43667614459991455,-0.03624286130070686,0.38845813274383545,0.4294705092906952,-0.0029284022748470306,0.396589457988739,0.36178526282310486,-0.013021211139857769,0.4016398787498474,0.319536030292511,-0.020549604669213295,0.4060799479484558,0.27959442138671875,-0.02688322775065899,0.36308029294013977,0.41878795623779297,-0.0032070716843008995,0.3639345169067383,0.3451336920261383,-0.012823596596717834,0.3647112250328064,0.29627561569213867,-0.022430449724197388,0.36576181650161743,0.2542484998703003,-0.030945731326937675,0.3405185639858246,0.4239619970321655,-0.008470856584608555,0.3384474515914917,0.3551769256591797,-0.018089935183525085,0.339500367641449,0.30879366397857666,-0.02872518077492714,0.34143632650375366,0.26875537633895874,-0.037497520446777344,0.3184416890144348,0.4430709183216095,-0.015608841553330421,0.3099571466445923,0.3895706236362457,-0.023719601333141327,0.30545976758003235,0.3539058268070221,-0.03409313037991524,0.3020227551460266,0.318997323513031,-0.04409012198448181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3495974540710449,0.6033428907394409,-1.685842107690405e-05,0.3890024423599243,0.5791018605232239,-0.017414608970284462,0.41939228773117065,0.5222018957138062,-0.023658355697989464,0.4345962703227997,0.46841999888420105,-0.030259380117058754,0.4524678587913513,0.4365669786930084,-0.03723521903157234,0.3874838650226593,0.42924174666404724,-0.005722949746996164,0.39538973569869995,0.3620860278606415,-0.015887850895524025,0.40044867992401123,0.3202665150165558,-0.023334473371505737,0.40513646602630615,0.28056806325912476,-0.029871836304664612,0.36218759417533875,0.4186890125274658,-0.005661645904183388,0.3631221055984497,0.3449547290802002,-0.015502410009503365,0.3635459244251251,0.2960701584815979,-0.025494521483778954,0.36451154947280884,0.25446054339408875,-0.03443337604403496,0.3396945595741272,0.42409655451774597,-0.010139428079128265,0.337970107793808,0.3549179434776306,-0.019501885399222374,0.338948518037796,0.3085699677467346,-0.030071474611759186,0.34112870693206787,0.26897960901260376,-0.03915805742144585,0.31763485074043274,0.4439004957675934,-0.016563817858695984,0.30857640504837036,0.39167430996894836,-0.024374820291996002,0.3037458062171936,0.35623398423194885,-0.03463197126984596,0.30028146505355835,0.32184720039367676,-0.04480312392115593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34924644231796265,0.6059264540672302,-1.5620609701727517e-05,0.3887998163700104,0.5816266536712646,-0.017299117520451546,0.418398916721344,0.5240708589553833,-0.02312839776277542,0.432746022939682,0.4687894582748413,-0.02894485928118229,0.451076865196228,0.43641147017478943,-0.035449039191007614,0.38636302947998047,0.43069225549697876,-0.004328884184360504,0.3942203223705292,0.3634836673736572,-0.013537404127418995,0.39877986907958984,0.3214210569858551,-0.020538266748189926,0.4028010964393616,0.2817710041999817,-0.026679832488298416,0.3608729839324951,0.42002779245376587,-0.003900759620591998,0.36151742935180664,0.3468961715698242,-0.012245054356753826,0.36175909638404846,0.29764679074287415,-0.021749300882220268,0.3621848225593567,0.2557152509689331,-0.03074592538177967,0.33812376856803894,0.4257271885871887,-0.008034915663301945,0.33631840348243713,0.3570979833602905,-0.016173338517546654,0.33722227811813354,0.3109230399131775,-0.02640438638627529,0.33889392018318176,0.27145886421203613,-0.035098847001791,0.31578534841537476,0.44596168398857117,-0.014115411788225174,0.3070223331451416,0.39346590638160706,-0.021427884697914124,0.3020479679107666,0.3578978180885315,-0.03164266049861908,0.29812660813331604,0.3230026364326477,-0.04179844260215759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3472171425819397,0.6049662232398987,-2.0363140720291995e-05,0.3865348994731903,0.5806395411491394,-0.018570467829704285,0.416828453540802,0.524391233921051,-0.02638566866517067,0.4314834773540497,0.4702915847301483,-0.03389137610793114,0.44974270462989807,0.43731850385665894,-0.04201837629079819,0.3849029541015625,0.43043363094329834,-0.010147112421691418,0.3931111693382263,0.3636014461517334,-0.020833803340792656,0.39777854084968567,0.3220735192298889,-0.028707390651106834,0.401882141828537,0.2822428345680237,-0.03549709543585777,0.3591400384902954,0.42003387212753296,-0.009530625306069851,0.3602552115917206,0.3471836745738983,-0.020451975986361504,0.36046192049980164,0.2984917461872101,-0.030878059566020966,0.36061805486679077,0.2565040588378906,-0.04038035497069359,0.3361462950706482,0.4258088171482086,-0.013198837637901306,0.3343782126903534,0.35754314064979553,-0.02306334488093853,0.3350755572319031,0.31152820587158203,-0.0339403972029686,0.3363429307937622,0.2718276381492615,-0.04313844442367554,0.3135644793510437,0.44595611095428467,-0.01867818459868431,0.3046271800994873,0.393779993057251,-0.026853539049625397,0.29938817024230957,0.358672559261322,-0.0372379906475544,0.295095294713974,0.3240375518798828,-0.047777529805898666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34733712673187256,0.6054716110229492,-2.6322490157326683e-05,0.38663041591644287,0.5812556147575378,-0.01933772675693035,0.4164038300514221,0.5243123173713684,-0.027041425928473473,0.43104714155197144,0.4699160158634186,-0.034623757004737854,0.44943827390670776,0.43744075298309326,-0.042992860078811646,0.3840470612049103,0.4303271770477295,-0.00917968712747097,0.3921285569667816,0.3628110885620117,-0.01985764503479004,0.3967004418373108,0.3208135962486267,-0.02754892036318779,0.4005349576473236,0.28086650371551514,-0.03446308150887489,0.35814690589904785,0.4203883409500122,-0.008300604298710823,0.3587054908275604,0.3473369777202606,-0.018653037026524544,0.3587507903575897,0.2982017993927002,-0.028455480933189392,0.35857558250427246,0.2561804950237274,-0.03743341937661171,0.3352040648460388,0.42646217346191406,-0.011949320323765278,0.33290204405784607,0.3583086133003235,-0.021216509863734245,0.33356449007987976,0.3120773434638977,-0.0317629799246788,0.3346368074417114,0.272713840007782,-0.04053915664553642,0.3126845955848694,0.44677114486694336,-0.017582127824425697,0.303541898727417,0.3946410119533539,-0.025350552052259445,0.29831424355506897,0.35956519842147827,-0.035500116646289825,0.2939653992652893,0.32510697841644287,-0.04551156237721443
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3456115126609802,0.6070277094841003,-2.2751648430130444e-05,0.3849494755268097,0.5825603008270264,-0.017992425709962845,0.4152931571006775,0.525976300239563,-0.02509533427655697,0.430783748626709,0.47149422764778137,-0.03214976191520691,0.44878363609313965,0.4379700720310211,-0.040292367339134216,0.38316357135772705,0.43296459317207336,-0.006465173326432705,0.3909575939178467,0.3647177517414093,-0.016561860218644142,0.39544013142585754,0.3223537802696228,-0.02434399351477623,0.39912110567092896,0.28174126148223877,-0.031333986669778824,0.3576049506664276,0.4226742386817932,-0.006499854382127523,0.3581864833831787,0.3492342531681061,-0.016278937458992004,0.3584476113319397,0.30023229122161865,-0.026366904377937317,0.3585835099220276,0.2575725317001343,-0.035779546946287155,0.3347790837287903,0.4282402992248535,-0.011181529611349106,0.33259788155555725,0.3595341444015503,-0.020182093605399132,0.33306941390037537,0.31333044171333313,-0.031221110373735428,0.33398211002349854,0.2731702923774719,-0.040435791015625,0.31229281425476074,0.44794201850891113,-0.017742706462740898,0.3033924698829651,0.39429986476898193,-0.025600695982575417,0.2982540726661682,0.3588842749595642,-0.035971760749816895,0.2938424348831177,0.3239455819129944,-0.04614992067217827
